Just an advertisement for this cancer clinic.,I once had cancer virus 🦠 for over 10 years and I visited so many States in the United States 🇺🇸 seeking for help but it was all leading to spending of thousands of dollars until I was watching a YouTube series and I came across Dr. Emovon on YouTube ads and I decided to order his herbal medication and today I'm fully well from this problems. #dremovon..🙏🙏,have u guys some news,I have a biopsy Thursday and it’s really scary. Thank you for sharing your story ❤,Sadge,But in reality they are useless. Speaking from experience with 3 family members who had and fought cancer I can say that Macmillan did NOT give them any support. I would never give them a penny.,Lord God and angels is with you,Get your PSA tests done. Don't wait.,Dr Ozuka on YouTube has a permanent cure with his herbal medicine,Is this woman still alive?  This was made 9 years ago and pancreatic cancer is not as curable as she claimed.  It's one of the most difficult cancers to treat.,😢😢😢 hope u recover soon
,"A very big THANKS to you Doc,... May God reward you richly. Please guys, also try sour sop fruits and recipes. A lot of patients have recovered fully using it",,,,,,,,,
,I would like to know if you could give me DR MORANS ADRESS nd pone noumber  plese I have a friend  and she was just TOLD SHE HAVE BREST CANCER I WOULD GREAT FULL  IF YOU COULD HELP ME,,,,,,,,,
,"My mother is suffering from stage 4 breast cancer from 2019,  after treatment her hand and legs got swollen, what to do",,,,,,,,,
,"Dr igho medication and Experience helped speed up my healing process, i wonder what might have become of me if i hadn't come across your Channel on Youtube. God bless you Dr Igho for helping me cure my cancer naturally , God bless you",,,,,,,,,
,I feel a something very hard on my breast and painful to touch ...the worst part is I can't get the medical assistant to help me through the journey,,,,,,,,,
,"If the world had more people like you , it would be a better place . You make a difference , Dr Igho on youtube thank you for curing my breast cancer and introducing your herbal products to the worlds",,,,,,,,,
,"I humbly appreciate your kind gesture Dr.Auchi on YouTube channel, You was able to help me with my health issues, the breast cancer disease was something the world thought has no cure but I’m happy to say today that I’ve been cured with your herbs and I’m glad to have you as my doctor…https://youtube.com/channel/UC6tA16t1IlKx1bY93lc2rcg ❤️❤️",,,,,,,,,
,But can they beat goku tho?,,,,,,,,,
,God bless Dr Ogie on YouTube for the healing he gave to my daughter who was suffering from Breast cancer,,,,,,,,,
,God bless Dr Ogie on YouTube for the healing he gave to my daughter who was suffering from Breast cancer,,,,,,,,,
,"Giving thanks to Dr Dagba on YouTube is something I will always take personal
because he brought me back to my full health I am permanently cured from breast cancer.  thank you doc . 
#drdagba",,,,,,,,,
,"Fighting with multiple cancer. 
Cancer survivor story of a 78 years old. 
https://youtu.be/7FKf1D8jWXk",,,,,,,,,
,"Shot answer, it's because cancer isn't a disease cause by bacteria and virus but, a group of mutated cells hurting the body ,it can happen literally anytime but certain things increase the chances, thank you Dr itoya for your advice on what to be doing to prevent cancer and most importantly, the herbal medications you send to me to put a stop to the one I have already. Thank you the great doctor of our time, you can reach him on YouTube channel",,,,,,,,,
,"With the immediate healing I got from dr itoya herbal medicine, then I know this man inherited this work from his father and the blood flow in his veins. Thank you doctor for making me cancer negative completely without any side effects, you can reach him on YouTube channel",,,,,,,,,
,"I almost gave up because no doctor could healed me but, until I meant Dr itoya channel on YouTube who proof to me that all doctors are not the same. Thank you very much doctor for making me cancer negative completely without any side effects",,,,,,,,,
,"Dr itoya is my saviour I thought all hope was lost until a friend recommended him to me. Thank you doctor for making me a cancer negative, you can reach him on YouTube channel",,,,,,,,,
,My wife just dignosed breast cancer Allah is a great remember in your prayers 🙏🙏🙏,,,,,,,,,
,"Very luckily i'm a Fighter of Colon Cancer, And also i was diagnosed with it when i was 16 My heart almost broken with shards, Now im 18 got it when i was just turnt 16, Anyone else  who has cancer prsying for your survival i still have it and im really scared right now, The doctors tell me not to worry.
Edit: Today was a very sad day, as i recently just saw my 90 grandmother die of Covid-19 at the morning off friday 27th may 8:43 PM she passed away for a long battle with covid, She was a very good grandmother and im wishing the best for people who suffer with rabies, cancer, and more. praying for you all🙏🏻 

Sincerely
Jacob Beller",,,,,,,,,
,"I never thought it is possible to cure Cancer , till l
found Doctor Alued on YouTube. With his herbal medicine I was cured completely of Cancer It been 8 months now and I'm totally okay with no symptoms of the illness coming back'🌱🌿🇺🇸💃",,,,,,,,,
,"Being diagnosed with  Cancer has been a major loss of money and has caused major problems in my immune system,but when I came across Dr. Osaka on YouTube Channel and he recommended his herbal medicine I got completely cured of CANCER.",,,,,,,,,
,"My mom was diagnosed with breast cancer 6 months ago, and now we’re still fighting. Pray the best for all of us. I love her to death",,,,,,,,,
,Guts went through more,,,,,,,,,
,God bless you and wish you a continuous good health...,,,,,,,,,
,May God give strength to all the fighters of life's battles 🙏 my prayers to all of you one love !!,,,,,,,,,
,i also had breast cance.i suffer a lot.but now i am a strong human,,,,,,,,,
,I’m so excited I was able to get my life back with the herbal products and supplements I got from Dr Harvey Herbal World on youtube.,,,,,,,,,
,Amennnn,,,,,,,,,
,Double DDs but I hope they DD (did die),,,,,,,,,
,"Have you tried Jesus? He can heal you! Call out to Him! Ask Him to save you and heal you! Watch 700club testimonies on YouTube to build up your faith. Read the Bible and DO what it says! I want you to live and go to heaven and not hell after death! Also start saying that ""all cancer cells in my body will die in Jesus name!"" Listen to demon cast out videos on YouTube, cause there are infirmity demons that can give sicknesses! Watch on 700club a cancer testimony where God told a person to cast the cancer out! Please do not let your unbelief or doubt kill you and bring you to hell! Jesus died for your sins on the cross and rose from the dead. He loved you so much that He died for you! If you were the only person on this planet, He would still have died for you cause of His  love for you!",,,,,,,,,
,"My wife , mother of 4, got stage 3 breast cancer. She went through treatment, insurmountable pain, and lost her job, our home, the kids ran awat and her friends abandoned her. S he is now a bitter, mean, disgusting, nagging, ungrateful, useless bitch. We are in poverty, and I have to care for her. FUCK CANCER, its is NOT,a glorious blessing full of pink ribbons and smiling faces. It ir a big matter of medical bills, and despair. for most people, and it destroys unrelentlessly. She became psychotic and ended up in a psychiatric ward, she tried to kill herself, and she is now on antipsychotic medication, because she is demented fro all the drugs and everyone makes fun of her. Twist is if she dies, I am screwed, as i NEED HER DISABILITY AND CARERS PAYMENT TO PAY MY RENT. fml. fuck cancer.",,,,,,,,,
,ratioo,,,,,,,,,
,I'm happy that they all made it. I hope their stories get more well known. I become thankful for the life and health that I had. I felt guilty of the times I didn't listen to my parents to take care of my health. I hope everyone stays healthy! Just because you got a stage 4 doesn't mean you are going to die. So please don't lose hope!,,,,,,,,,
,"I came across This woman cancer survivor story, its so inspirational, she was the second survivor in uk
https://youtu.be/YNq_oJxVPPU",,,,,,,,,
,Nerf miner too op,,,,,,,,,
,I was diagnosed breast cancer at 31 too. And Im starting to expose my story too to inspire people with the same case with me.. https://youtu.be/eaIxRclkC7c,,,,,,,,,
,I'm now free from Cancer All glory to Dr Abiola #drabiola💕❤️ ..,,,,,,,,,
,I'm now free from Cancer All glory to Dr Abiola #drabiola💕❤️ ..,,,,,,,,,
,This is dr cutsyorboobof hope the best ( i don’t mean any of this it’s a South Park reference,,,,,,,,,
,A big thanks to Dr. Gbenga on YouTube who cured me from cancer of the breast with his herbal medicine.,,,,,,,,,
,My partner and I was able to get rid of our Genital Herpes virus permanently with the nature herbal medications we both ordered from Dr IGUDIA on YouTube.,,,,,,,,,
,"I find out effective herbal remedies for Breast cancer  🦠 cure from Dr.Auchi on YouTube channel, where I find a permanent cure to mine Breast cancer  🦠 problem.I’m grateful to you doctor..https://youtube.com/channel/UC6tA16t1IlKx1bY93lc2rcg 🙏🙏🙏",,,,,,,,,
,"I battled with cancer for long and then i came across a herbal doctor Ozuka, who helped me get cured after I used his herbal supplements which he sent me after asking for his help",,,,,,,,,
,My anty has breast cancer but it's  so pain and so expensive but God gonna solves all the problems,,,,,,,,,
,Nah but who dislikes these videos 🤨,,,,,,,,,
,abortion the dead babies Revenge breast cancer,,,,,,,,,
,Bro people dislike anything,,,,,,,,,
,so sad,,,,,,,,,
,"i just found out that my mother has a lump that she's going to get checked tomorrow. i'm only 16 but i'm prepping myself for the worst. my family is incapable of paying for treatment so I'm probably gonna have to sacrifice college but it'll be worth it. I'm sending out hugs and support to everyone who is being affected by breast cancer, directly or indirectly❤, and I give my condolences to those who have had their loved ones pass. you're all so strong :)",,,,,,,,,
,Grab a large speaker and let the vibration target the cancer condition. https://youtu.be/xsJ38O7dtO0,,,,,,,,,
,"Hello there,Get Your Genuine Herbal Remedies from Dr Egwali Herbal home. https://www.facebook.com/Dr-Egwali-HerbalSpell-Home-104943231946675 /",,,,,,,,,
,thats crazy i dont care,,,,,,,,,
,I survived breast cancer 💗,,,,,,,,,
,Hello Team Thank you for spreading the message I'm working on spreading a new one next month and thought to use the first few seconds in my video hope you don't mind that..,,,,,,,,,
,Pray for my sister friend❤️,,,,,,,,,
,didnt ask + ratio,,,,,,,,,
,Need to speak to you,,,,,,,,,
,Hi need to speak to I’ve stage 5 so I hope you reach back to me thank you,,,,,,,,,
,didnt like it,,,,,,,,,
,Bro who dislikes these videos 💀,,,,,,,,,
,"Plz pray for my mom , she can't wake also 😭😭😭😭😭😭😭",,,,,,,,,
,disliked,,,,,,,,,
,Terrible vid 🤮,,,,,,,,,
,What about children who are starving from malnutrition,,,,,,,,,
,Youngboy better,,,,,,,,,
,This video doesn’t help it’s getting a dislike,,,,,,,,,
,You all need to read the Dr Gerson's book.,,,,,,,,,
,sofaygo better+ feel off+ratio😹👎🏼,,,,,,,,,
,I have a lump on my left side iam 36 yrs old i went to my dr yesterday and she was concerned the look on her face she got me in to get a mammogram and ultrasound for next week please pray for me iam scared 😔,,,,,,,,,
,My mother is suffering from stage 4 breast cancer.  Please please pray for her 🙏,,,,,,,,,
,Thank you.,,,,,,,,,
,I didliked,,,,,,,,,
,how I was treated from cancer by the help of DR. Abdul.,,,,,,,,,
,Fast recory to everybody who had battle today.God is God. My strenght now was the Psalm 91. My sister in-law also diagnosed 5cm breast cancer tomorrow will be her chemo.Let us unite and have firm faith to our Almighty God to accompy as in this batlle that victorious had already served us. 🙏🙏🙏,,,,,,,,,
,"Special thanks to God almighty for using Dr Osuma on YouTube channel to clear my doubts and bringing me back to my normal healthy life again,Cancer is a deadly disease which I have never thought of getting cured from ,and I'm so excited to share with everyone this great testimony about the perfect work of Dr osuma in my life and with the help of his natural herbs to fight against cancer.
Thank so much Dr osuma ,You can reach out to him on YouTube by searching Dr Osuma.",,,,,,,,,
,"My name is Sunli gandhi,  Dr. Harvey is the only  herbal doctor who could ever get my HIV cured with his herbal products. I have tried almost everything but I couldn’t find any solution for the virus, despite all these happening to me, I always spend a lot of money to buy HIV drugs and other supplements to keep me healthy and taking several medications. Until one day I was just surfing through YouTube  when I came across a great post from Anita, who said that she was diagnosed with HIV and was healed through the help of this great herbal supplements of Dr Harvey, Sometimes I really wonder why people call him the  great Dr.Harvey, I never knew it was all because of the great and perfect work that he has been doing. So I quickly contacted him and told him everything happening to me, and he asked me a few questions and he said something I will never forget, that anyone who contacts him is always getting his/her cure within a few weeks after doing all he asks them to do. So I was amazed all the time I heard that from him, so I did everything he said only to see that at the very day which he said I will be cured and should go for a test to confirm my status, I went to hospital for the final test and the doctor after running the test said I'm HIV Negative wow. I'm very amazed and Happy about this cure i have really gone through so much pain and tears for this Dr.Harvey cured me with the help of his natural herbs.If you have anybody Going through this same situation or any kind of cancers or Diseases at all contact Dr Harvey today he cures them all save a life today. You can contact Dr.Harvey VIA EMAIL:[Drharveyphytotherapy@yahoo.com]
WHATSAPP:‪‪+1 (516) 468‑3210‬",,,,,,,,,
,Please pray for my mom 🥺🙏😭.....,,,,,,,,,
,Plz pray to my bestie too😭🙏🙏,,,,,,,,,
,All thanks to Dr Aba for curing me from breast cancer am forever grateful ………,,,,,,,,,
,"Hi everyone I want to recommend Dr Ifa to you all, his  the best herbal Doctor I ever known. His medicine can cure Epilepsy,,Cancer,, HPV, HSV 1&2 and so on.....Visit his website to get your cure today.https://drifahomecentre.jimdosite.com He got rid of my Cancer permanently after all the fake medication reach him through Gmail:drifahome@gmail.com",,,,,,,,,
,"HOW MY HUSBAND WAS CURED FROM PANCREATIC CANCER
My husband's first symptom was pain right below the breast bone. He had also been on the Atkin's diet, and while he wasn't faithful to it, the weight just kept peeling off. We realized later it was due to the Cancer. Soon he had trouble eating anything without increased pain below breast bone, but turning yellow overnight was the symptom that led to visit to dr. He also started having greasy floating bowel movements. When he was diagnosed, it was already stage 4. The cancer already in lymph node and liver,we tried diffrent drugs and treatment but it was still not working,we spent alot of money on the process still no changes untill a friend of mine advised us to try harbal medicine,she told me about Dr Harvey and how he has been curing people from cancer and other deadly diseases With His herbal products,so we quickly Contacted him and explain everythig to him and he assured us that his herbal products can cure my husband so we purchased it and used it according to his priscriptions after 30 days, my husband went for a test and there was no trace of any cancer in his system.it was really a miracle am so happy about this, all thanks to Dr Harvey. if you have any semilar Cases or anyone you know kindly contact Dr Harvey now Via his EMAIL:[Drharveyphytotherapy@yahoo.com] or WHATSAPP:+16785689096 save a life today...",,,,,,,,,
,https://youtu.be/38RhC_YCRuc,,,,,,,,,
,Maam can u help me out,,,,,,,,,
,Ok cancer is fodder they aint beating goku,,,,,,,,,
,but can she beat goku,,,,,,,,,
,Congrats to you for surviving! Truly a blessing,,,,,,,,,
,"I Cure Different Types Of Human Infections And Diseases Using Natural Roots And Herbs. My major areas of concentration are Sexually transmitted infections (STI), also referred to as sexually transmitted diseases (STD) and venereal diseases (VD)”
WhatsApp me for more info about treatment +234-810-172-6052",,,,,,,,,
,Im so thrilled and your story teared me the entire time. Im so glad you fought this beautiful girl. Im glad you made it.,,,,,,,,,
,Plz pray for my mother 🙏,,,,,,,,,
,"It was may 2018 when I was diagnosed and treated for breast cancer at a local community hospital. My surgeon performed a lumpectomy on my left breast and also removed about 6 11 lymph nodes. One year later I was diagnosed at another community hospital with a metastasis of the breast cancer to my brain and was given about 6 months to live. The doctors said there was nothing could be possibly done about my condition and this left me in a very emotional state.
I read about how Dr Harvey cured someone's breast cancer using Dr Harvey Herbal Propolis Lecithin Capsules and I was desperate and decided to give it a try. I bought the Propolis Lecithin Capsules and consumed them exactly how Dr Harvey instructed me to and after a month and few days of completing the medication I became totally cured. I am more than thankful to Dr Harvey for giving me a second chance to life. You can get to Dr Harvey via (drharveyphytotherapy@yahoo.com) Whatsapp: +1 (971) 666-3103",,,,,,,,,
,Will one be able t breast feed after surviving breast cancer??,,,,,,,,,
,"My name is Diane and I am a 6 year breast cancer survivor. My story began November 2014 when I felt a slight burning sensation in my right breast. I was working as a daycare provider and neglected to do anything, hoping the burning sensation was temporary.
On New Years Eve, 2011, the pain was so severe that I scheduled a mammogram the first week of 2015. A few days after I received a letter telling me to return for a second test.
A few more days passed and I received a letter telling me that there were suspicious findings on my film that needed further testing. My previous mammogram had been in October 2011. What could possibly be wrong?
I had nowhere to turn. I did not know what to do because the place that did the mammogram only told me to ask my primary care doctor. At that time I did not have a primary doctor.
I called my older sister and she told me to go to a gynecologist. I explained the situation to the gynecologist and immediately she found a doctor to give me a biopsy which i did and it was all to no avail until i met a old time high school mate friend Dana who is a survivor who introduced me to a pythothrapist DR HARVEY to God alone i give all the glory and i'm forever greatful to DR HARVEY for being a hand of God in my life....He cured me with his natural herbs and roots today i'm a living testimony. Do not die in silence contact DR HARVEY today VIA 
EMAIL:[Drharveyphytotherapy@yahoo.com]
WHATSAPP:+19716663103
He cures all types of cancers and all diseases with his natural herbs",,,,,,,,,
,"My mom is fighting breast cancer since 2016  because it did come back in 2019 , she's a hero whenever i lose hope i go watch all those stories , i love my mom more than anything 
Seeing y'all comments felt like me and my mother are not alone , hopefully all our loved ones gonna be cancer free soon  🙏🏼❤️",,,,,,,,,
,"I had prostate cancer couple of years ago. Though my local doctor in Delaware thought I should have surgery, but I  wanted to research other options first. I learned about the effectiveness of herbs using natural roots and herbs to cure cancer, which was available at Dr Ayes natural herbs and roots  world,a place of Cancer Center. There, I underwent seven weeks of daily natural therapy by administering the herbal remedy and met other men who were going through the same treatment. It’s incredible the way we were able to bond over our illnesses; we still keep in touch, check in on each other, compare notes, and get updates,but at the end of it all we were cured and healed permanently by Dr Ayes, After conducting series of test So I said. Dr Ayes herbal world was the best choice for me. My local hospital does not offer the type of treatment that I received, making me even more certain that I did the right thing by contacting Dr Ayes, So most times is better we forget about chemo or radiation  therapy and going natural with herbal medicine.with that we get free from cancer forever.All thanks to Him.  Urge every cancer patient to contact Dr, Ayes natural herbs and roots world.
Whats App: +2349028032485,
Email:(drayesherbalmedicine@gmail.com)",,,,,,,,,
,Hope everyone in the comments have had a good recovery for your love ones! 🙏🏽🙏🏽,,,,,,,,,
,"Our bodies are starved of the right nutrition which will heal our cells, help grow healthy ones, build up our immune system and starve cancer cells!! I have been able to shrink my tumors and they are shrinking more every day (by leaps and bounds).  At this rate they should hopefully completely disappear within the next couple of months. I was diagnosed with a stage 4 Her2 positive breast cancer (fairly fast moving) and Chemo is not the answer for most cancers, there is a much better way -- most people do not survive it long term and hundreds are curing themselves naturally. Check out ""Chris beat cancer"" and how he did it....I am also curing myself of a stage IV that had mestastasized to my lymph nodes and hip joint by flooding my body with nutrition/wonderful supplements and juices!!!",,,,,,,,,
,Nice videos. please watch my videos too.  #luckybaral,,,,,,,,,
,You could have put your doctor's full name Please,,,,,,,,,
,"I discovered I had breast cancer by accident. I had just given birth to my 2nd child when I noticed a small lump on my breast. Milk was coming out, but I didn't think anything of it because I was breast feeding. Well while carrying the baby I noticed a lump and some pain. I immediately went to the radiologist where she told me straight out that she believed I should see a doctor ASAP because I might have breast cancer. I was so glad she told me so directly; otherwise I probably would have overlooked the milky discharge from my nipple as milk. I went through Chemotherapy, Double Mastectomy, and reconstruction still after some few years the symptoms still persists.
It was a long journey, and at times I wanted to give up, but I kept the fight for my two kids that I have to raise and kept searching for help until a friend of mine who was a survivor of Stage 4 Breast cancer introduced me to Dr Harvey who cured her using his natural herbal remedy.
I contacted him by email, he got back to me and told me about the solution to my illness and how to go about it, i did as he instructed and about the three days i got the cure Which he prepared and sent to me through DHL courier service, i administered the herbal medicine as he instructed me and that's how i was cured of Breast Cancer. All thanks to the superb healing herbs of Dr Harvey
Contact Dr Harvey now via (drharveyphytotherapy@yahoo.com) 
Whatsapp: +1 (971) 666-3103",,,,,,,,,
,"Oh when ever i see this comment I remember of a herbal doctor called doc Alede that help me get rid of mine permanently from this same Complain of yours I taught there was no cure but this doctor herbal treatment helps me,, he can also help you get rid of yours permanently...
You Can As well Contact Him Via Email: dr.aledeherpescure321@gmail.com

Thanks",,,,,,,,,
,"I want to quickly drop this vital information here for those who are infected with Herpes, being infected with herpes is not the end as there is a cure to it with natural roots and herbs. I was also infected with herpes a couple months ago. I felt it was the end for me, my thoughts changed immediately and I did research for the cure to the virus till I found about Dr EBOZOJIE Herbal Medicine which helps to eradicate the virus totally from my system. If you wish to find a cure to your herpes virus or other kinds of disease do not hesitate to contact Dr EBOZOJIE via email drebozojiespellhome15@gmail.com , you can WhatsApp +2349068524167. You too can give a try to his Med, there is no harm in trying. PEACE!!!",,,,,,,,,
,"My named is Bella and am from Jamaica, I was diagnosed of breast cancer, I went to the hospital and was told that I will have to cut of my breast, I became scared and depressed, I met dr Kelly through a friend who shared his testimony with me, I contacted him and he directed me on the process, I believe in him and took his herbal medicine,  went to the hospital  to carry out test after taking his medicine, the doctor was surprised and ask me how I did, and I told him God used someone to heal me, Dr Kelly is indeed God sent. I will this moment advice anybody who suffer from this illness should message Dr Kelly now.
You can reach him through his gmail Drkelly448@gmail.com.",,,,,,,,,
,"My entire life was shattered when my doctor told me that I have been diagnosed of cancer, but thanks to Dr osaze who cured me with his herbal medication, you can also contact him on his email on drosazeherbal@gmail.com or whatsap him on +2347089275769",,,,,,,,,
